tanggal,komoditas,harga
2018-01-23,indomie rasa kari ayam/buah,2380
2018-01-23,cabai merah keriting/kg,47340
2018-01-23,cabai merah besar/kg,49000
2018-01-23,cabai rawit merah/kg,50660
2018-01-23,cabai rawit hijau/kg,45600
2018-01-23,bawang merah (medium)/kg,26240
2018-01-23,bawang putih impor (kating)/kg,30440
2018-01-23,bawang putih impor (honan)/kg,25000
2018-01-23,ikan teri asin/kg,109000
2018-01-23,ikan kembung/kg,39000
2018-01-23,kacang hijau/kg,22400
2018-01-23,kacang tanah/kg,26260
2018-01-23,ketela pohon/kg,4800
2018-01-24,beras medium/kg,11100
2018-01-24,gula pasir/kg,13900
2018-01-24,minyak goreng bimoli botol/liter,13400
2018-01-24,minyak goreng curah/liter,12500
2018-01-24,daging sapi lokal paha belakang/kg,119660
2018-01-24,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-01-24,daging sapi lokal daging sandung lamur (brisket)/kg,105000
2018-01-24,daging sapi lokal daging tetelan/kg,63333
2018-01-24,daging sapi impor beku/kg,85000
2018-01-24,daging sapi lokal has dalam/kg,148333
2018-01-24,ayam boiler/ekor,37040
2018-01-24,ayam kampung/ekor,80075
2018-01-24,telur ayam ras/kg,23600
2018-01-24,telur ayam kampung/butir,2160
2018-01-24,susu kental manis kaleng merk bendera/buah,11840
2018-01-24,susu kental manis kaleng merk indomilk/buah,10140
2018-01-24,susu bubuk kaleng merk bendera/buah,44100
2018-01-24,susu bubuk kaleng merk indomilk/buah,42567
2018-01-24,jagung pipilan kecil/kg,15333
2018-01-24,garam beryodium bata/250 gr,3760
2018-01-24,garam beryodium halus/kg,10760
2018-01-24,tepung terigu segitiga biru/kg,9940
2018-01-24,kacang kedelai eks impor/kg,12175
2018-01-24,kacang kedelai lokal/kg,12000
2018-01-24,indomie rasa kari ayam/buah,2380
2018-01-24,cabai merah keriting/kg,44140
2018-01-24,cabai merah besar/kg,48000
2018-01-24,cabai rawit merah/kg,48660
2018-01-24,cabai rawit hijau/kg,47100
2018-01-24,bawang merah (medium)/kg,23240
2018-01-24,bawang putih impor (kating)/kg,26840
2018-01-24,bawang putih impor (honan)/kg,22500
2018-01-24,ikan teri asin/kg,108000
2018-01-24,ikan kembung/kg,37800
2018-01-24,kacang hijau/kg,21400
2018-01-24,kacang tanah/kg,24860
2018-01-24,ketela pohon/kg,4800
2018-01-25,beras medium/kg,11113
2018-01-25,gula pasir/kg,13590
2018-01-25,minyak goreng bimoli botol/liter,13610
2018-01-25,minyak goreng curah/liter,12575
2018-01-25,daging sapi lokal paha belakang/kg,117660
2018-01-25,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-01-25,daging sapi lokal daging sandung lamur (brisket)/kg,87667
2018-01-25,daging sapi lokal daging tetelan/kg,72667
2018-01-25,daging sapi impor beku/kg,87500
2018-01-25,daging sapi lokal has dalam/kg,144167
2018-01-25,ayam boiler/ekor,37940
2018-01-25,ayam kampung/ekor,80333
2018-01-25,telur ayam ras/kg,23460
2018-01-25,telur ayam kampung/butir,2120
2018-01-25,susu kental manis kaleng merk bendera/buah,11900
2018-01-25,susu kental manis kaleng merk indomilk/buah,10160
2018-01-25,susu bubuk kaleng merk bendera/buah,43667
2018-01-25,susu bubuk kaleng merk indomilk/buah,42433
2018-01-25,jagung pipilan kecil/kg,15433
2018-01-25,garam beryodium bata/250 gr,4060
2018-01-25,garam beryodium halus/kg,10860
2018-01-25,tepung terigu segitiga biru/kg,10190
2018-01-25,kacang kedelai eks impor/kg,12500
2018-01-25,kacang kedelai lokal/kg,10850
2018-01-25,indomie rasa kari ayam/buah,2400
2018-01-25,cabai merah keriting/kg,44460
2018-01-25,cabai merah besar/kg,46040
2018-01-25,cabai rawit merah/kg,48340
2018-01-25,cabai rawit hijau/kg,47040
2018-01-25,bawang merah (medium)/kg,23940
2018-01-25,bawang putih impor (kating)/kg,27560
2018-01-25,bawang putih impor (honan)/kg,24500
2018-01-25,ikan teri asin/kg,110000
2018-01-25,ikan kembung/kg,37800
2018-01-25,kacang hijau/kg,21800
2018-01-25,kacang tanah/kg,24660
2018-01-25,ketela pohon/kg,4740
2018-01-26,beras medium/kg,10925
2018-01-26,gula pasir/kg,13740
2018-01-26,minyak goreng bimoli botol/liter,13290
2018-01-26,minyak goreng curah/liter,12375
2018-01-26,daging sapi lokal paha belakang/kg,119000
2018-01-26,daging sapi lokal daging has luar (sirloin)/kg,116667
2018-01-26,daging sapi lokal daging sandung lamur (brisket)/kg,91667
2018-01-26,daging sapi lokal daging tetelan/kg,65000
2018-01-26,daging sapi impor beku/kg,90000
2018-01-26,daging sapi lokal has dalam/kg,143333
2018-01-26,ayam boiler/ekor,37740
2018-01-26,ayam kampung/ekor,80567
2018-01-26,telur ayam ras/kg,22940
2018-01-26,telur ayam kampung/butir,2160
2018-01-26,susu kental manis kaleng merk bendera/buah,11800
2018-01-26,susu kental manis kaleng merk indomilk/buah,10200
2018-01-26,susu bubuk kaleng merk bendera/buah,43767
2018-01-26,susu bubuk kaleng merk indomilk/buah,42000
2018-01-26,jagung pipilan kecil/kg,16000
2018-01-26,garam beryodium bata/250 gr,3320
2018-01-26,garam beryodium halus/kg,11040
2018-01-26,tepung terigu segitiga biru/kg,9940
2018-01-26,kacang kedelai eks impor/kg,12000
2018-01-26,kacang kedelai lokal/kg,10667
2018-01-26,indomie rasa kari ayam/buah,2380
2018-01-26,cabai merah keriting/kg,41900
2018-01-26,cabai merah besar/kg,46460
2018-01-26,cabai rawit merah/kg,46140
2018-01-26,cabai rawit hijau/kg,47300
2018-01-26,bawang merah (medium)/kg,24160
2018-01-26,bawang putih impor (kating)/kg,26340
2018-01-26,bawang putih impor (honan)/kg,22500
2018-01-26,ikan teri asin/kg,107000
2018-01-26,ikan kembung/kg,37860
2018-01-26,kacang hijau/kg,21540
2018-01-26,kacang tanah/kg,23500
2018-01-26,ketela pohon/kg,5000
2018-01-29,beras medium/kg,10988
2018-01-29,gula pasir/kg,13840
2018-01-29,minyak goreng bimoli botol/liter,13640
2018-01-29,minyak goreng curah/liter,12563
2018-01-29,daging sapi lokal paha belakang/kg,120000
2018-01-29,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-01-29,daging sapi lokal daging sandung lamur (brisket)/kg,90167
2018-01-29,daging sapi lokal daging tetelan/kg,79333
2018-01-29,daging sapi impor beku/kg,90000
2018-01-29,daging sapi lokal has dalam/kg,143333
2018-01-29,ayam boiler/ekor,38740
2018-01-29,ayam kampung/ekor,82925
2018-01-29,telur ayam ras/kg,22840
2018-01-29,telur ayam kampung/butir,2130
2018-01-29,susu kental manis kaleng merk bendera/buah,11750
2018-01-29,susu kental manis kaleng merk indomilk/buah,10200
2018-01-29,susu bubuk kaleng merk bendera/buah,43767
2018-01-29,susu bubuk kaleng merk indomilk/buah,42000
2018-01-29,jagung pipilan kecil/kg,16000
2018-01-29,garam beryodium bata/250 gr,3720
2018-01-29,garam beryodium halus/kg,11140
2018-01-29,tepung terigu segitiga biru/kg,10040
2018-01-29,kacang kedelai eks impor/kg,12625
2018-01-29,kacang kedelai lokal/kg,10667
2018-01-29,indomie rasa kari ayam/buah,2380
2018-01-29,cabai merah keriting/kg,43500
2018-01-29,cabai merah besar/kg,46660
2018-01-29,cabai rawit merah/kg,47840
2018-01-29,cabai rawit hijau/kg,45000
2018-01-29,bawang merah (medium)/kg,23760
2018-01-29,bawang putih impor (kating)/kg,28140
2018-01-29,bawang putih impor (honan)/kg,23500
2018-01-29,ikan teri asin/kg,108000
2018-01-29,ikan kembung/kg,38860
2018-01-29,kacang hijau/kg,21740
2018-01-29,kacang tanah/kg,23800
2018-01-29,ketela pohon/kg,5100
2018-01-30,beras medium/kg,10988
2018-01-30,gula pasir/kg,13940
2018-01-30,minyak goreng bimoli botol/liter,13560
2018-01-30,minyak goreng curah/liter,12488
2018-01-30,daging sapi lokal paha belakang/kg,120000
2018-01-30,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-01-30,daging sapi lokal daging sandung lamur (brisket)/kg,90167
2018-01-30,daging sapi lokal daging tetelan/kg,79333
2018-01-30,daging sapi impor beku/kg,89150
2018-01-30,daging sapi lokal has dalam/kg,143333
2018-01-30,ayam boiler/ekor,38540
2018-01-30,ayam kampung/ekor,82925
2018-01-30,telur ayam ras/kg,22960
2018-01-30,telur ayam kampung/butir,2170
2018-01-30,susu kental manis kaleng merk bendera/buah,11710
2018-01-30,susu kental manis kaleng merk indomilk/buah,10140
2018-01-30,susu bubuk kaleng merk bendera/buah,44567
2018-01-30,susu bubuk kaleng merk indomilk/buah,42833
2018-01-30,jagung pipilan kecil/kg,15900
2018-01-30,garam beryodium bata/250 gr,4200
2018-01-30,garam beryodium halus/kg,11400
2018-01-30,tepung terigu segitiga biru/kg,10000
2018-01-30,kacang kedelai eks impor/kg,12550
2018-01-30,kacang kedelai lokal/kg,10667
2018-01-30,indomie rasa kari ayam/buah,2400
2018-01-30,cabai merah keriting/kg,43840
2018-01-30,cabai merah besar/kg,46740
2018-01-30,cabai rawit merah/kg,46960
2018-01-30,cabai rawit hijau/kg,44460
2018-01-30,bawang merah (medium)/kg,23760
2018-01-30,bawang putih impor (kating)/kg,27460
2018-01-30,bawang putih impor (honan)/kg,23500
2018-01-30,ikan teri asin/kg,98260
2018-01-30,ikan kembung/kg,38660
2018-01-30,kacang hijau/kg,22060
2018-01-30,kacang tanah/kg,24000
2018-01-30,ketela pohon/kg,4960
2018-01-31,beras medium/kg,10988
2018-01-31,gula pasir/kg,14040
2018-01-31,minyak goreng bimoli botol/liter,13540
2018-01-31,minyak goreng curah/liter,12575
2018-01-31,daging sapi lokal paha belakang/kg,121000
2018-01-31,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-01-31,daging sapi lokal daging sandung lamur (brisket)/kg,89333
2018-01-31,daging sapi lokal daging tetelan/kg,71000
2018-01-31,daging sapi impor beku/kg,89150
2018-01-31,daging sapi lokal has dalam/kg,143333
2018-01-31,ayam boiler/ekor,38540
2018-01-31,ayam kampung/ekor,74750
2018-01-31,telur ayam ras/kg,22860
2018-01-31,telur ayam kampung/butir,2120
2018-01-31,susu kental manis kaleng merk bendera/buah,11750
2018-01-31,susu kental manis kaleng merk indomilk/buah,10160
2018-01-31,susu bubuk kaleng merk bendera/buah,43667
2018-01-31,susu bubuk kaleng merk indomilk/buah,42433
2018-01-31,jagung pipilan kecil/kg,15900
2018-01-31,garam beryodium bata/250 gr,3700
2018-01-31,garam beryodium halus/kg,10460
2018-01-31,tepung terigu segitiga biru/kg,10300
2018-01-31,kacang kedelai eks impor/kg,12000
2018-01-31,kacang kedelai lokal/kg,10433
2018-01-31,indomie rasa kari ayam/buah,2400
2018-01-31,cabai merah keriting/kg,42960
2018-01-31,cabai merah besar/kg,46040
2018-01-31,cabai rawit merah/kg,47500
2018-01-31,cabai rawit hijau/kg,45500
2018-01-31,bawang merah (medium)/kg,24760
2018-01-31,bawang putih impor (kating)/kg,26760
2018-01-31,bawang putih impor (honan)/kg,26000
2018-01-31,ikan teri asin/kg,107160
2018-01-31,ikan kembung/kg,38840
2018-01-31,kacang hijau/kg,21640
2018-01-31,kacang tanah/kg,23900
2018-01-31,ketela pohon/kg,4860
2018-01-02,beras premium/kg,13340
2018-01-03,beras premium/kg,13440
2018-01-04,beras premium/kg,13490
2018-01-05,beras premium/kg,13740
2018-01-08,beras premium/kg,13740
2018-01-09,beras premium/kg,13480
2018-01-10,beras premium/kg,13620
2018-01-11,beras premium/kg,13620
2018-01-12,beras premium/kg,13520
2018-01-15,beras premium/kg,14240
2018-01-16,beras premium/kg,14260
2018-01-17,beras premium/kg,13710
2018-01-18,beras premium/kg,12663
2018-01-19,beras premium/kg,12925
2018-01-22,beras premium/kg,13038
2018-01-23,beras premium/kg,12975
2018-01-24,beras premium/kg,13100
2018-01-25,beras premium/kg,13113
2018-01-26,beras premium/kg,12925
2018-01-29,beras premium/kg,12988
2018-01-30,beras premium/kg,12988
2018-01-31,beras premium/kg,12988
2018-02-01,beras medium/kg,10863
2018-02-02,beras medium/kg,10863
2018-02-05,beras medium/kg,10890
2018-02-06,beras medium/kg,11170
2018-02-07,beras medium/kg,11040
2018-02-08,beras medium/kg,11000
2018-02-09,beras medium/kg,11380
2018-02-12,beras medium/kg,11270
2018-02-13,beras medium/kg,11180
2018-02-14,beras medium/kg,11620
2018-02-15,beras medium/kg,11540
2018-02-19,beras medium/kg,11640
2018-02-20,beras medium/kg,10940
2018-02-21,beras medium/kg,10925
2018-02-22,beras medium/kg,12425
2018-02-23,beras medium/kg,11263
2018-02-26,beras medium/kg,11525
2018-02-27,beras medium/kg,11900
2018-02-28,beras medium/kg,11113
2018-02-01,beras premium/kg,13013
2018-02-02,beras premium/kg,13013
2018-02-05,beras premium/kg,13263
2018-02-06,beras premium/kg,13350
2018-02-07,beras premium/kg,13138
2018-02-08,beras premium/kg,13750
2018-02-09,beras premium/kg,13675
2018-02-12,beras premium/kg,13438
2018-02-13,beras premium/kg,13700
2018-02-14,beras premium/kg,13763
2018-02-15,beras premium/kg,13500
2018-02-19,beras premium/kg,13563
2018-02-20,beras premium/kg,13063
2018-02-21,beras premium/kg,13267
2018-02-22,beras premium/kg,13267
2018-02-23,beras premium/kg,13517
2018-02-26,beras premium/kg,13100
2018-02-27,beras premium/kg,12933
2018-02-28,beras premium/kg,9688
2018-02-01,gula pasir/kg,13940
2018-02-02,gula pasir/kg,14140
2018-02-05,gula pasir/kg,13860
2018-02-06,gula pasir/kg,14200
2018-02-07,gula pasir/kg,14140
2018-02-08,gula pasir/kg,13640
2018-02-09,gula pasir/kg,14000
2018-02-12,gula pasir/kg,13950
2018-02-13,gula pasir/kg,13640
2018-02-14,gula pasir/kg,14140
2018-02-15,gula pasir/kg,14140
2018-02-19,gula pasir/kg,14140
2018-02-20,gula pasir/kg,14140
2018-02-21,gula pasir/kg,13740
2018-02-22,gula pasir/kg,13740
2018-02-23,gula pasir/kg,13700
2018-02-26,gula pasir/kg,13640
2018-02-27,gula pasir/kg,13740
2018-02-28,gula pasir/kg,13340
2018-02-01,minyak goreng bimoli botol/liter,13340
2018-02-02,minyak goreng bimoli botol/liter,13340
2018-02-05,minyak goreng bimoli botol/liter,13200
2018-02-06,minyak goreng bimoli botol/liter,13460
2018-02-07,minyak goreng bimoli botol/liter,13540
2018-02-08,minyak goreng bimoli botol/liter,13310
2018-02-09,minyak goreng bimoli botol/liter,13160
2018-02-12,minyak goreng bimoli botol/liter,13460
2018-02-13,minyak goreng bimoli botol/liter,13410
2018-02-14,minyak goreng bimoli botol/liter,13360
2018-02-15,minyak goreng bimoli botol/liter,13640
2018-02-19,minyak goreng bimoli botol/liter,13440
2018-02-20,minyak goreng bimoli botol/liter,13240
2018-02-21,minyak goreng bimoli botol/liter,13000
2018-02-22,minyak goreng bimoli botol/liter,13388
2018-02-23,minyak goreng bimoli botol/liter,13125
2018-02-26,minyak goreng bimoli botol/liter,13000
2018-02-27,minyak goreng bimoli botol/liter,13388
2018-02-28,minyak goreng bimoli botol/liter,10740
2018-02-01,minyak goreng curah/liter,12550
2018-02-02,minyak goreng curah/liter,12550
2018-02-05,minyak goreng curah/liter,12550
2018-02-06,minyak goreng curah/liter,12500
2018-02-07,minyak goreng curah/liter,12675
2018-02-08,minyak goreng curah/liter,12250
2018-02-09,minyak goreng curah/liter,12050
2018-02-12,minyak goreng curah/liter,12450
2018-02-13,minyak goreng curah/liter,12363
2018-02-14,minyak goreng curah/liter,12425
2018-02-15,minyak goreng curah/liter,12550
2018-02-19,minyak goreng curah/liter,12363
2018-02-20,minyak goreng curah/liter,12363
2018-02-21,minyak goreng curah/liter,12300
2018-02-22,minyak goreng curah/liter,12300
2018-02-23,minyak goreng curah/liter,12450
2018-02-26,minyak goreng curah/liter,12550
2018-02-27,minyak goreng curah/liter,12425
2018-02-28,minyak goreng curah/liter,12425
2018-02-01,daging sapi lokal paha belakang/kg,120000
2018-02-02,daging sapi lokal paha belakang/kg,119000
2018-02-05,daging sapi lokal paha belakang/kg,120000
2018-02-06,daging sapi lokal paha belakang/kg,119000
2018-02-07,daging sapi lokal paha belakang/kg,119500
2018-02-08,daging sapi lokal paha belakang/kg,121340
2018-02-09,daging sapi lokal paha belakang/kg,120000
2018-02-12,daging sapi lokal paha belakang/kg,121000
2018-02-13,daging sapi lokal paha belakang/kg,119000
2018-02-14,daging sapi lokal paha belakang/kg,120000
2018-02-15,daging sapi lokal paha belakang/kg,120000
2018-02-19,daging sapi lokal paha belakang/kg,120000
2018-02-20,daging sapi lokal paha belakang/kg,120000
2018-02-21,daging sapi lokal paha belakang/kg,121000
2018-02-22,daging sapi lokal paha belakang/kg,120000
2018-02-23,daging sapi lokal paha belakang/kg,119500
2018-02-26,daging sapi lokal paha belakang/kg,118500
2018-02-27,daging sapi lokal paha belakang/kg,120000
2018-02-28,daging sapi lokal paha belakang/kg,121000
2018-02-01,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-02-02,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-02-05,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-02-06,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-02-07,daging sapi lokal daging has luar (sirloin)/kg,117500
2018-02-08,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-02-09,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-02-12,daging sapi lokal daging has luar (sirloin)/kg,123333
2018-02-13,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-02-14,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-02-15,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-02-19,daging sapi lokal daging has luar (sirloin)/kg,121667
2018-02-20,daging sapi lokal daging has luar (sirloin)/kg,121667
2018-02-21,daging sapi lokal daging has luar (sirloin)/kg,121667
2018-02-22,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-02-23,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-02-26,daging sapi lokal daging has luar (sirloin)/kg,117500
2018-02-27,daging sapi lokal daging has luar (sirloin)/kg,123333
2018-02-28,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-02-01,daging sapi lokal daging sandung lamur (brisket)/kg,95000
2018-02-02,daging sapi lokal daging sandung lamur (brisket)/kg,95000
2018-02-05,daging sapi lokal daging sandung lamur (brisket)/kg,95000
2018-02-06,daging sapi lokal daging sandung lamur (brisket)/kg,95000
2018-02-07,daging sapi lokal daging sandung lamur (brisket)/kg,87667
2018-02-08,daging sapi lokal daging sandung lamur (brisket)/kg,101667
2018-02-09,daging sapi lokal daging sandung lamur (brisket)/kg,91667
2018-02-12,daging sapi lokal daging sandung lamur (brisket)/kg,91667
2018-02-13,daging sapi lokal daging sandung lamur (brisket)/kg,90000
2018-02-14,daging sapi lokal daging sandung lamur (brisket)/kg,96667
2018-02-15,daging sapi lokal daging sandung lamur (brisket)/kg,89333
2018-02-19,daging sapi lokal daging sandung lamur (brisket)/kg,101667
2018-02-20,daging sapi lokal daging sandung lamur (brisket)/kg,101667
2018-02-21,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-02-22,daging sapi lokal daging sandung lamur (brisket)/kg,96667
2018-02-23,daging sapi lokal daging sandung lamur (brisket)/kg,95833
2018-02-26,daging sapi lokal daging sandung lamur (brisket)/kg,81667
2018-02-27,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-02-28,daging sapi lokal daging sandung lamur (brisket)/kg,85000
2018-02-01,daging sapi lokal daging tetelan/kg,71667
2018-02-02,daging sapi lokal daging tetelan/kg,75000
2018-02-05,daging sapi lokal daging tetelan/kg,75000
2018-02-06,daging sapi lokal daging tetelan/kg,76667
2018-02-07,daging sapi lokal daging tetelan/kg,67667
2018-02-08,daging sapi lokal daging tetelan/kg,73333
2018-02-09,daging sapi lokal daging tetelan/kg,63333
2018-02-12,daging sapi lokal daging tetelan/kg,60000
2018-02-13,daging sapi lokal daging tetelan/kg,77500
2018-02-14,daging sapi lokal daging tetelan/kg,65000
2018-02-15,daging sapi lokal daging tetelan/kg,76000
2018-02-19,daging sapi lokal daging tetelan/kg,66667
2018-02-20,daging sapi lokal daging tetelan/kg,70000
2018-02-21,daging sapi lokal daging tetelan/kg,70000
2018-02-22,daging sapi lokal daging tetelan/kg,71667
2018-02-23,daging sapi lokal daging tetelan/kg,63333
2018-02-26,daging sapi lokal daging tetelan/kg,56667
2018-02-27,daging sapi lokal daging tetelan/kg,73333
2018-02-28,daging sapi lokal daging tetelan/kg,63333
2018-02-01,daging sapi impor beku/kg,89150
2018-02-02,daging sapi impor beku/kg,89150
2018-02-05,daging sapi impor beku/kg,90000
2018-02-06,daging sapi impor beku/kg,88350
2018-02-07,daging sapi impor beku/kg,89150
2018-02-08,daging sapi impor beku/kg,89150
2018-02-09,daging sapi impor beku/kg,75000
